wall_time,step_count,fz
1769244790.364551,0,0.30760058760643005
1769244790.7424436,3,0.3142985999584198
1769244790.8719022,6,-2.9112465381622314
1769244790.9968686,9,-11.389921188354492
1769244791.1218731,12,-9.82576847076416
1769244791.2468705,15,-11.06629467010498
1769244791.3718617,18,-9.755694389343262
1769244791.4981349,21,-9.483920097351074
1769244791.623061,24,-10.178874969482422
1769244791.748228,27,-9.606476783752441
1769244791.8732767,30,-8.753320693969727
1769244791.998546,33,-11.290173530578613
1769244792.12308,36,-8.027341842651367
1769244792.2481956,39,-9.12445068359375
1769244792.3731406,42,-10.093688011169434
1769244792.49832,45,-11.706201553344727
1769244792.6232636,48,-7.218613147735596
1769244792.7483711,51,-8.715863227844238
1769244792.873289,54,-11.304348945617676
1769244792.9981632,57,-12.357181549072266
1769244793.1231446,60,-9.021262168884277
1769244793.2482185,63,-7.32111930847168
1769244793.3731751,66,-9.422676086425781
1769244793.4982762,69,-12.647522926330566
1769244793.6233592,72,-9.004768371582031
1769244793.7481904,75,-6.8173370361328125
1769244793.8734314,78,-10.174294471740723
1769244793.9981978,81,-11.433134078979492
1769244794.1231825,84,-8.895479202270508
1769244794.2481666,87,-7.371279239654541
1769244794.3734038,90,-9.106976509094238
1769244794.4982567,93,-11.97411060333252
1769244794.6232624,96,-8.441927909851074
1769244794.748207,99,-7.840176582336426
1769244794.8735056,102,-10.612424850463867
1769244794.9984016,105,-12.043577194213867
1769244795.12349,108,-9.195635795593262
1769244795.2484496,111,-8.691740036010742
1769244795.373313,114,-10.640151977539062
1769244795.4987483,117,-11.080647468566895
1769244795.6248357,120,-9.408544540405273
1769244795.7500436,123,-9.255431175231934
1769244795.8746912,126,-10.563323974609375
1769244795.9996176,129,-9.759771347045898
1769244796.125073,132,-10.3546781539917
1769244796.2499745,135,-9.798640251159668
1769244796.3746781,138,-8.902608871459961
1769244796.499772,141,-10.067208290100098
1769244796.6248772,144,-10.070475578308105
1769244796.7496743,147,-10.195720672607422
1769244796.8738394,150,-10.57287883758545
1769244797.0001001,153,-9.88310718536377
1769244797.1249604,156,-10.268409729003906
1769244797.249693,159,-10.113500595092773
1769244797.373842,162,-10.44016170501709
1769244797.499941,165,-9.416590690612793
1769244797.6249328,168,-10.244503021240234
1769244797.749972,171,-10.612771034240723
1769244797.882966,174,-9.764671325683594
1769244798.0080228,177,-10.156842231750488
1769244798.1335468,180,-10.426836013793945
1769244798.259011,183,-10.080240249633789
1769244798.3840396,186,-10.661736488342285
1769244798.5090318,189,-10.23116397857666
1769244798.6340973,192,-10.118847846984863
1769244798.7590427,195,-10.326637268066406
1769244798.8840418,198,-11.368219375610352
1769244799.009207,201,-10.647117614746094
