wall_time,step_count,fz
1769174459.5540633,0,-0.01986740529537201
1769174459.9784026,4,-0.024588195607066154
1769174460.1457443,8,-0.23540644347667694
1769174460.3134406,12,-0.0005268665845505893
1769174460.4801366,16,-0.27828294038772583
1769174460.647897,20,-0.054416775703430176
1769174460.814618,24,-0.7261849045753479
1769174460.9813478,28,0.005853669717907906
1769174461.1480672,32,-0.47905534505844116
1769174461.3147063,36,-0.0714169517159462
1769174461.4813828,40,-0.6409505009651184
1769174461.6480014,44,-0.10095115751028061
1769174461.8147464,48,-0.3322678804397583
1769174461.981416,52,-0.044218044728040695
1769174462.1480813,56,-0.35034075379371643
1769174462.3147883,60,0.04380214214324951
1769174462.481404,64,-0.07561960071325302
1769174462.6481588,68,-0.016846710816025734
1769174462.814764,72,-0.5277631282806396
1769174462.9814672,76,-0.14323113858699799
1769174463.1481314,80,-0.16319780051708221
1769174463.314761,84,-0.060499757528305054
1769174463.4814682,88,-0.6644654273986816
1769174463.6481142,92,-0.07522770762443542
1769174463.8147616,96,-0.470478892326355
1769174463.9814544,100,-0.20003560185432434
1769174464.1482112,104,-0.4664768576622009
1769174464.3148227,108,-0.08242931216955185
1769174464.482694,112,-0.36148515343666077
1769174464.6493766,116,-0.10478205233812332
1769174464.818007,120,-0.04061252623796463
1769174464.9840248,124,-0.18916277587413788
1769174465.1517172,128,-0.33786913752555847
1769174465.3172991,132,-0.2366374135017395
1769174465.4840336,136,-0.28656649589538574
1769174465.6515586,140,0.09489163756370544
1769174465.8182237,144,-0.23311129212379456
1769174465.9847505,148,-0.05063319951295853
1769174466.1515315,152,-0.2237577587366104
1769174466.3228872,156,-0.015114402398467064
1769174466.4932532,160,-0.1986798644065857
1769174466.6628706,164,0.022206785157322884
1769174466.8294652,168,0.059757329523563385
1769174466.9961975,172,-0.060821011662483215
1769174467.1636798,176,-0.10114695876836777
1769174467.3303335,180,-0.09877866506576538
1769174467.4969416,184,-0.16346324980258942
1769174467.6637042,188,-0.07983451336622238
1769174467.830352,192,-0.09210886806249619
1769174467.997025,196,-0.07926991581916809
1769174468.1637197,200,-0.760108232498169
1769174468.330339,204,0.057665351778268814
1769174468.497031,208,-0.3429763615131378
1769174468.6637528,212,-0.027061298489570618
1769174468.830403,216,-0.10271643102169037
1769174468.9970624,220,0.025786062702536583
1769174469.1637843,224,0.03370131924748421
1769174469.3303897,228,0.007381018716841936
1769174469.4970667,232,-0.1554573029279709
1769174469.6638021,236,-0.11880236864089966
1769174469.830416,240,-0.2325650453567505
1769174469.9970663,244,0.034952860325574875
1769174470.16386,248,-0.349220335483551
1769174470.33045,252,-0.028061287477612495
1769174470.4971519,256,0.06481431424617767
1769174470.6638162,260,-0.04814351722598076
1769174470.830489,264,0.027003638446331024
1769174470.9971614,268,-0.013525265268981457
1769174471.1638396,272,-0.3336937129497528
1769174471.3305151,276,-0.002142168115824461
1769174471.497182,280,-0.02774556539952755
1769174471.6638732,284,0.06877639889717102
1769174471.8305278,288,-0.025928717106580734
1769174472.1289442,292,-0.0697997659444809
1769174472.3041453,296,-0.25341665744781494
1769174472.4837356,300,0.02565387636423111
1769174472.6509445,304,-0.3640635907649994
1769174472.8178341,308,-0.03382712975144386
1769174472.984736,312,-0.4690396785736084
1769174473.1517956,316,0.0378294512629509
1769174473.3177836,320,-0.22421593964099884
1769174473.4844975,324,0.04045682027935982
1769174473.6515956,328,-0.43339088559150696
1769174473.818638,332,-0.14355053007602692
1769174473.9847388,336,-0.0782160684466362
1769174474.1515303,340,-0.02872663550078869
1769174474.3180816,344,0.5343956351280212
1769174474.4845333,348,-0.002393963746726513
1769174474.6522229,352,0.5225786566734314
1769174474.818528,356,0.013139141723513603
1769174474.9858987,360,-0.46337851881980896
1769174475.1537743,364,-0.060243893414735794
1769174475.318557,368,-0.2945074439048767
1769174475.4852204,372,0.008025477640330791
1769174475.6552799,376,0.7011862397193909
1769174475.8219523,380,-0.04977572336792946
1769174475.9886227,384,-0.24003984034061432
1769174476.1553,388,0.05211547762155533
1769174476.3219929,392,-0.15127664804458618
1769174476.4886425,396,-0.0890684723854065
1769174476.6553564,400,0.04625214263796806
1769174476.821993,404,-0.07078185677528381
1769174476.9911823,408,-0.3499877154827118
1769174477.1588082,412,0.10355949401855469
1769174477.326755,416,-0.15361933410167694
1769174477.498112,420,-0.05785750970244408
1769174477.6655836,424,-0.36409473419189453
1769174477.8322215,428,-0.1453053057193756
1769174478.001985,432,-0.12793923914432526
1769174478.1702216,436,0.03348526731133461
1769174478.3370736,440,-0.6283460259437561
1769174478.5036738,444,0.03264586254954338
1769174478.6703398,448,-0.3781379163265228
1769174478.845414,452,0.08181864023208618
1769174479.0157804,456,-0.4635697305202484
1769174479.1882768,460,0.12719419598579407
1769174479.3611357,464,-0.17527678608894348
1769174479.526517,468,0.01829059235751629
1769174479.6942039,472,-0.332927405834198
1769174479.861111,476,-0.08352721482515335
1769174480.0274024,480,-0.006768331862986088
1769174480.194749,484,-0.022419704124331474
1769174480.361658,488,-0.7048628330230713
1769174480.5276356,492,-0.08568011969327927
1769174480.6957524,496,-0.3119599223136902
1769174480.8616798,500,-0.03876330703496933
1769174481.0293612,504,-0.14042463898658752
1769174481.1952243,508,-0.014214849099516869
1769174481.361669,512,-0.2161615490913391
1769174481.5282927,516,-0.06790047883987427
1769174481.696295,520,-0.1466958373785019
1769174481.861797,524,0.01959986984729767
1769174482.031943,528,-0.216419979929924
1769174482.201482,532,-0.14204685389995575
1769174482.3693216,536,0.3321835994720459
