wall_time,step_count,fz
1769151951.0379386,0,-0.003247407265007496
1769151951.301684,4,0.0022819116711616516
1769151951.4667587,8,-0.007916112430393696
1769151951.633416,12,-0.2641385793685913
1769151951.7999463,16,0.1265079379081726
1769151951.9666672,20,-0.07941402494907379
1769151952.1334786,24,-0.04843451827764511
1769151952.2999873,28,0.8155696988105774
1769151952.4665344,32,-0.2650253176689148
1769151952.6332505,36,0.3742271661758423
1769151952.799923,40,-0.19709734618663788
1769151952.9665995,44,1.2395437955856323
1769151953.1332204,48,-2.3780553340911865
1769151953.299971,52,0.879442036151886
1769151953.4666097,56,-0.03206025809049606
1769151953.6333277,60,1.935188889503479
1769151953.8000286,64,-2.19388484954834
1769151953.9669197,68,1.3414322137832642
1769151954.133309,72,0.1693558394908905
1769151954.300009,76,1.5857657194137573
1769151954.466654,80,-0.9789564609527588
1769151954.6333144,84,0.912423849105835
1769151954.8001792,88,-0.07107637077569962
1769151954.9667532,92,0.3112710118293762
1769151955.133331,96,-1.6800593137741089
1769151955.2999935,100,0.5250768065452576
1769151955.4667537,104,0.971668541431427
1769151955.6337056,108,0.1079755574464798
1769151955.800186,112,-0.40123018622398376
1769151955.9669185,116,0.02389771118760109
1769151956.1334395,120,0.6920112371444702
1769151956.300142,124,-0.9660217761993408
1769151956.466857,128,1.0477591753005981
1769151956.6335032,132,-0.33568891882896423
1769151956.8003578,136,0.8901824951171875
1769151956.9672227,140,-3.754680871963501
1769151957.133575,144,1.605183720588684
1769151957.3002207,148,0.03369998186826706
1769151957.4669008,152,0.5306591391563416
1769151957.6335232,156,-4.2669291496276855
1769151957.8002846,160,1.05393648147583
1769151957.9669278,164,0.023799089714884758
1769151958.133746,168,0.42982396483421326
1769151958.3002582,172,-0.7361265420913696
1769151958.4669175,176,-0.2224941849708557
1769151958.633622,180,-0.22639475762844086
1769151958.8007796,184,0.17527543008327484
1769151958.96834,188,-0.4143720865249634
1769151959.1337142,192,-0.23476676642894745
1769151959.3004363,196,-0.06022076681256294
1769151959.4670434,200,-0.4514521062374115
1769151959.6336715,204,0.19301027059555054
1769151959.8007922,208,-0.06203975901007652
1769151959.967019,212,-0.07686465233564377
1769151960.1339996,216,-0.21942314505577087
1769151960.3005323,220,-0.05901055037975311
1769151960.46728,224,-0.030733352527022362
1769151960.6341376,228,-0.0005410275189206004
1769151960.8004105,232,-0.1234065368771553
1769151960.9682982,236,0.04363149031996727
1769151961.1339104,240,-0.0927409753203392
1769151961.3007452,244,-0.18086987733840942
1769151961.4670997,248,-0.061752259731292725
1769151961.6340337,252,-0.1116020455956459
1769151961.8004832,256,-0.008376478217542171
1769151961.9671865,260,-0.010320263914763927
1769151962.1338754,264,-0.27177050709724426
1769151962.3005152,268,-0.07971878349781036
1769151962.4671524,272,0.043420467525720596
1769151962.6341238,276,-0.13356824219226837
1769151962.800521,280,0.008035421371459961
1769151962.9671845,284,-0.3088138699531555
1769151963.1342003,288,-0.2854215204715729
1769151963.3005898,292,0.0881257951259613
1769151963.4673045,296,0.21833710372447968
1769151963.6339712,300,-0.5560824871063232
1769151963.8006213,304,-0.2702787518501282
1769151963.9672909,308,-3.5046472549438477
1769151964.134022,312,-2.596771001815796
1769151964.3006637,316,0.19113706052303314
1769151964.4673643,320,0.8743863105773926
1769151964.6341577,324,0.6606423854827881
1769151964.8008823,328,-0.29346543550491333
1769151964.9681044,332,-0.10302698612213135
1769151965.1339984,336,3.401832342147827
1769151965.3014705,340,-0.17937245965003967
1769151965.4684021,344,-0.43592849373817444
1769151965.6341252,348,-1.302349328994751
1769151965.8007536,352,3.2168829441070557
1769151965.9675446,356,-1.5184046030044556
1769151966.1340883,360,-0.6824386715888977
1769151966.301683,364,-0.7960037589073181
1769151966.4682088,368,1.7780705690383911
1769151966.634475,372,-0.37709328532218933
1769151966.8015306,376,2.7238693237304688
1769151966.9687192,380,0.3576158881187439
1769151967.135295,384,0.740656852722168
1769151967.3016286,388,-0.3728162348270416
1769151967.4686768,392,0.5177367925643921
1769151967.6350338,396,-2.392439365386963
1769151967.8016517,400,3.2717080116271973
1769151967.9684665,404,-0.3601720333099365
1769151968.1351407,408,0.8167761564254761
1769151968.3017364,412,-2.766484260559082
1769151968.4685867,416,1.1781550645828247
1769151968.6351438,420,0.6065105199813843
1769151968.8020952,424,0.537420928478241
1769151968.9687898,428,-2.750617742538452
1769151969.1353953,432,0.8214576244354248
1769151969.3018646,436,0.402708500623703
1769151969.4685855,440,0.3981398642063141
1769151969.6353095,444,-1.5773018598556519
1769151969.8017793,448,0.5631447434425354
1769151969.9687378,452,0.4023088216781616
1769151970.1362746,456,0.5360000133514404
1769151970.3019216,460,-1.0879435539245605
1769151970.4687147,464,0.6601284146308899
1769151970.6357265,468,0.20372526347637177
1769151970.8021092,472,0.6429120302200317
1769151970.9691288,476,0.17882812023162842
1769151971.135909,480,0.21759846806526184
1769151971.3019526,484,-0.09487438201904297
